[2026-04-10T19:26:53,914-07:00] <load-db-privacy-tokens> DEBUG tasks  - Started task[load-db-privacy-tokens]
[2026-04-10T22:34:07,975-07:00] <live-performance-analytics> DEBUG tasks  - Finished task[live-performance-analytics] in 0 ms
[2026-04-10T22:34:08,085-07:00] <check-network-interfaces> DEBUG tasks  - Started task[check-network-interfaces]
[2026-04-10T22:34:08,085-07:00] <check-network-interfaces> DEBUG tasks  - Finished task[check-network-interfaces] in 0 ms
[2026-04-10T22:34:09,276-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T22:34:09,277-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T22:34:14,277-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T22:34:14,277-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T22:34:16,697-07:00] <device-state-check> DEBUG tasks  - Started task[device-state-check]
[2026-04-10T22:34:16,699-07:00] <device-state-check> DEBUG tasks  - Finished task[device-state-check] in 2 ms
[2026-04-10T22:34:18,079-07:00] <stamgr> DEBUG tasks  - Started task[stamgr]
[2026-04-10T22:34:18,079-07:00] <stamgr> DEBUG tasks  - Finished task[stamgr] in 0 ms
[2026-04-10T22:34:18,117-07:00] <webrtc-connection> DEBUG tasks  - Started task[webrtc-connection]
[2026-04-10T22:34:18,117-07:00] <webrtc-connection> DEBUG tasks  - Finished task[webrtc-connection] in 0 ms
[2026-04-10T22:34:18,150-07:00] <get-ulp-manifest> DEBUG tasks  - Started task[get-ulp-manifest]
[2026-04-10T22:34:18,152-07:00] <get-ulp-manifest> DEBUG tasks  - Finished task[get-ulp-manifest] in 2 ms
[2026-04-10T22:34:19,278-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T22:34:19,278-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T22:34:24,277-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T22:34:24,278-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T22:34:29,278-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T22:34:29,279-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T22:34:34,279-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T22:34:34,279-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T22:34:36,743-07:00] <device-connect-incidents> DEBUG tasks  - Started task[device-connect-incidents]
[2026-04-10T22:34:36,743-07:00] <device-connect-incidents> DEBUG tasks  - Finished task[device-connect-incidents] in 0 ms
[2026-04-10T22:34:37,993-07:00] <traffic-flows-throughput> DEBUG tasks  - Started task[traffic-flows-throughput]
[2026-04-10T22:34:37,994-07:00] <traffic-flows-throughput> INFO  tasks  - Traffic Flows throughput: 0 incoming flow events in last 60001ms. (0.0/fps)
[2026-04-10T22:34:37,994-07:00] <traffic-flows-throughput> DEBUG tasks  - Finished task[traffic-flows-throughput] in 1 ms
[2026-04-10T22:34:38,259-07:00] <thread-monitor> DEBUG tasks  - Started task[thread-monitor]
[2026-04-10T22:34:38,259-07:00] <thread-monitor> INFO  tasks  - connector[webapi]	active=0(6)/200,  	queue=0/1000,	completed=629
[2026-04-10T22:34:38,259-07:00] <thread-monitor> INFO  tasks  - connector[inform]	active=0(1)/200,  	queue=0/200,	completed=0
[2026-04-10T22:34:38,260-07:00] <thread-monitor> INFO  tasks  - connector[portal]	active=0(0)/200,  	queue=0/1000,	completed=0
[2026-04-10T22:34:38,260-07:00] <thread-monitor> INFO  tasks  - connector[support]	active=0(0)/200,  	queue=0/1000,	completed=0
[2026-04-10T22:34:38,260-07:00] <thread-monitor> INFO  tasks  - async[ws-notify]	active=0(0)/0,  	queue=0/100,	completed=0
[2026-04-10T22:34:38,260-07:00] <thread-monitor> INFO  tasks  - async[inform_stat]	active=0(6)/6,  	queue=0/5,	completed=0
[2026-04-10T22:34:38,260-07:00] <thread-monitor> INFO  tasks  - async[external-cmd]	active=0(0)/0,  	queue=0/0,	completed=0
[2026-04-10T22:34:38,261-07:00] <thread-monitor> INFO  tasks  - async[firmware-dl]	active=0(0)/0,  	queue=0/100,	completed=0
[2026-04-10T22:34:38,261-07:00] <thread-monitor> INFO  tasks  - async[event-async]	active=0(16)/16,  	queue=0,	completed=556
[2026-04-10T22:34:38,261-07:00] <thread-monitor> INFO  tasks  - scheduled[highest]	active=0(0)/0,  	queue=0,	completed=0
[2026-04-10T22:34:38,261-07:00] <thread-monitor> INFO  tasks  - scheduled[standard]	active=1(2)/2,  	queue=37,	completed=995
[2026-04-10T22:34:38,261-07:00] <thread-monitor> INFO  tasks  - scheduled[lowest]	active=0(1)/1,  	queue=12,	completed=786
[2026-04-10T22:34:38,261-07:00] <thread-monitor> INFO  tasks  - scheduled[alarms]	active=0(0)/0,  	queue=0,	completed=0
[2026-04-10T22:34:38,262-07:00] <thread-monitor> DEBUG tasks  - Finished task[thread-monitor] in 3 ms
[2026-04-10T22:34:39,280-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T22:34:39,280-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T22:34:44,281-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T22:34:44,281-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T22:34:49,281-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T22:34:49,282-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T22:34:54,281-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T22:34:54,281-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T22:34:59,282-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T22:34:59,282-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T22:34:59,809-07:00] <stat-processor> DEBUG tasks  - Started task[stat-processor]
[2026-04-10T22:34:59,819-07:00] <stat-processor> DEBUG tasks  - Finished task[stat-processor] in 10 ms
[2026-04-10T22:35:04,283-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T22:35:04,283-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T22:35:06,742-07:00] <device-connect-incidents> DEBUG tasks  - Started task[device-connect-incidents]
[2026-04-10T22:35:06,742-07:00] <device-connect-incidents> DEBUG tasks  - Finished task[device-connect-incidents] in 0 ms
[2026-04-10T22:35:06,838-07:00] <duplicate-ip-service> DEBUG tasks  - Started task[duplicate-ip-service]
[2026-04-10T22:35:06,841-07:00] <duplicate-ip-service> DEBUG tasks  - Finished task[duplicate-ip-service] in 4 ms
[2026-04-10T22:35:07,968-07:00] <autolink-registry-flush> DEBUG tasks  - Started task[autolink-registry-flush]
[2026-04-10T22:35:07,968-07:00] <autolink-registry-flush> DEBUG tasks  - Finished task[autolink-registry-flush] in 0 ms
[2026-04-10T22:35:07,969-07:00] <trigger-throttling-cache-flush> DEBUG tasks  - Started task[trigger-throttling-cache-flush]
[2026-04-10T22:35:07,969-07:00] <trigger-throttling-cache-flush> DEBUG tasks  - Finished task[trigger-throttling-cache-flush] in 1 ms
[2026-04-10T22:35:07,974-07:00] <live-performance-analytics> DEBUG tasks  - Started task[live-performance-analytics]
[2026-04-10T22:35:07,974-07:00] <live-performance-analytics> DEBUG tasks  - Finished task[live-performance-analytics] in 0 ms
[2026-04-10T22:35:08,084-07:00] <check-network-interfaces> DEBUG tasks  - Started task[check-network-interfaces]
[2026-04-10T22:35:08,084-07:00] <check-network-interfaces> DEBUG tasks  - Finished task[check-network-interfaces] in 0 ms
[2026-04-10T22:35:09,283-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T22:35:09,284-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T22:35:14,285-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T22:35:14,285-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T22:35:14,911-07:00] <wifi-connection-events-flush> DEBUG tasks  - Started task[wifi-connection-events-flush]
[2026-04-10T22:35:14,912-07:00] <wifi-connection-events-flush> DEBUG tasks  - Finished task[wifi-connection-events-flush] in 1 ms
[2026-04-10T22:35:16,697-07:00] <device-state-check> DEBUG tasks  - Started task[device-state-check]
[2026-04-10T22:35:16,699-07:00] <device-state-check> DEBUG tasks  - Finished task[device-state-check] in 2 ms
[2026-04-10T22:35:18,016-07:00] <wss-connection> DEBUG tasks  - Started task[wss-connection]
[2026-04-10T22:35:18,017-07:00] <wss-connection> DEBUG tasks  - Finished task[wss-connection] in 1 ms
[2026-04-10T22:35:18,078-07:00] <stamgr> DEBUG tasks  - Started task[stamgr]
[2026-04-10T22:35:18,078-07:00] <stamgr> DEBUG tasks  - Finished task[stamgr] in 0 ms
[2026-04-10T22:35:18,115-07:00] <webrtc-connection> DEBUG tasks  - Started task[webrtc-connection]
[2026-04-10T22:35:18,116-07:00] <webrtc-connection> DEBUG tasks  - Finished task[webrtc-connection] in 1 ms
[2026-04-10T22:35:18,150-07:00] <get-ulp-manifest> DEBUG tasks  - Started task[get-ulp-manifest]
[2026-04-10T22:35:18,153-07:00] <get-ulp-manifest> DEBUG tasks  - Finished task[get-ulp-manifest] in 3 ms
[2026-04-10T22:35:19,286-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T22:35:19,286-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T22:35:23,023-07:00] <ips-alert-caching> DEBUG tasks  - Started task[ips-alert-caching]
[2026-04-10T22:35:23,023-07:00] <ips-alert-caching> DEBUG tasks  - Finished task[ips-alert-caching] in 0 ms
[2026-04-10T22:35:24,285-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T22:35:24,285-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T22:35:29,285-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T22:35:29,286-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T22:35:34,286-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T22:35:34,286-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T22:35:36,741-07:00] <device-connect-incidents> DEBUG tasks  - Started task[device-connect-incidents]
[2026-04-10T22:35:36,742-07:00] <device-connect-incidents> DEBUG tasks  - Finished task[device-connect-incidents] in 1 ms
[2026-04-10T22:35:37,991-07:00] <traffic-flows-throughput> DEBUG tasks  - Started task[traffic-flows-throughput]
[2026-04-10T22:35:37,992-07:00] <traffic-flows-throughput> INFO  tasks  - Traffic Flows throughput: 0 incoming flow events in last 60000ms. (0.0/fps)
[2026-04-10T22:35:37,992-07:00] <traffic-flows-throughput> DEBUG tasks  - Finished task[traffic-flows-throughput] in 1 ms
[2026-04-10T22:35:38,017-07:00] <lte-device-license-check> DEBUG tasks  - Started task[lte-device-license-check]
[2026-04-10T22:35:38,017-07:00] <lte-device-license-check> DEBUG tasks  - Finished task[lte-device-license-check] in 0 ms
[2026-04-10T22:35:38,259-07:00] <thread-monitor> DEBUG tasks  - Started task[thread-monitor]
[2026-04-10T22:35:38,259-07:00] <thread-monitor> INFO  tasks  - connector[webapi]	active=0(6)/200,  	queue=0/1000,	completed=631
[2026-04-10T22:35:38,260-07:00] <thread-monitor> INFO  tasks  - connector[inform]	active=0(1)/200,  	queue=0/200,	completed=0
[2026-04-10T22:35:38,260-07:00] <thread-monitor> INFO  tasks  - connector[portal]	active=0(0)/200,  	queue=0/1000,	completed=0
[2026-04-10T22:35:38,260-07:00] <thread-monitor> INFO  tasks  - connector[support]	active=0(0)/200,  	queue=0/1000,	completed=0
[2026-04-10T22:35:38,260-07:00] <thread-monitor> INFO  tasks  - async[ws-notify]	active=0(0)/0,  	queue=0/100,	completed=0
[2026-04-10T22:35:38,260-07:00] <thread-monitor> INFO  tasks  - async[inform_stat]	active=0(6)/6,  	queue=0/5,	completed=0
[2026-04-10T22:35:38,260-07:00] <thread-monitor> INFO  tasks  - async[external-cmd]	active=0(0)/0,  	queue=0/0,	completed=0
[2026-04-10T22:35:38,261-07:00] <thread-monitor> INFO  tasks  - async[firmware-dl]	active=0(0)/0,  	queue=0/100,	completed=0
[2026-04-10T22:35:38,261-07:00] <thread-monitor> INFO  tasks  - async[event-async]	active=0(16)/16,  	queue=0,	completed=601
[2026-04-10T22:35:38,261-07:00] <thread-monitor> INFO  tasks  - scheduled[highest]	active=0(0)/0,  	queue=0,	completed=0
[2026-04-10T22:35:38,261-07:00] <thread-monitor> INFO  tasks  - scheduled[standard]	active=1(2)/2,  	queue=37,	completed=1013
[2026-04-10T22:35:38,261-07:00] <thread-monitor> INFO  tasks  - scheduled[lowest]	active=0(1)/1,  	queue=12,	completed=798
[2026-04-10T22:35:38,261-07:00] <thread-monitor> INFO  tasks  - scheduled[alarms]	active=0(0)/0,  	queue=0,	completed=0
[2026-04-10T22:35:38,262-07:00] <thread-monitor> DEBUG tasks  - Finished task[thread-monitor] in 3 ms
[2026-04-10T22:35:39,286-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T22:35:39,287-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T22:35:44,287-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T22:35:44,287-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T22:35:49,288-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T22:35:49,288-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T22:35:54,287-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T22:35:54,288-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T22:35:59,288-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T22:35:59,289-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T22:36:04,289-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T22:36:04,289-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T22:36:06,741-07:00] <device-connect-incidents> DEBUG tasks  - Started task[device-connect-incidents]
[2026-04-10T22:36:06,741-07:00] <device-connect-incidents> DEBUG tasks  - Finished task[device-connect-incidents] in 0 ms
[2026-04-10T22:36:06,838-07:00] <duplicate-ip-service> DEBUG tasks  - Started task[duplicate-ip-service]
[2026-04-10T22:36:06,840-07:00] <duplicate-ip-service> DEBUG tasks  - Finished task[duplicate-ip-service] in 2 ms
[2026-04-10T22:36:07,966-07:00] <autolink-registry-flush> DEBUG tasks  - Started task[autolink-registry-flush]
[2026-04-10T22:36:07,966-07:00] <trigger-throttling-cache-flush> DEBUG tasks  - Started task[trigger-throttling-cache-flush]
[2026-04-10T22:36:07,966-07:00] <autolink-registry-flush> DEBUG tasks  - Finished task[autolink-registry-flush] in 0 ms
[2026-04-10T22:36:07,967-07:00] <trigger-throttling-cache-flush> DEBUG tasks  - Finished task[trigger-throttling-cache-flush] in 1 ms
[2026-04-10T22:36:07,971-07:00] <live-performance-analytics> DEBUG tasks  - Started task[live-performance-analytics]
[2026-04-10T22:36:07,972-07:00] <live-performance-analytics> DEBUG tasks  - Finished task[live-performance-analytics] in 1 ms
[2026-04-10T22:36:08,016-07:00] <cache-stats> DEBUG tasks  - Started task[cache-stats]
[2026-04-10T22:36:08,017-07:00] <cache-stats> DEBUG tasks  - Finished task[cache-stats] in 1 ms
[2026-04-10T22:36:08,082-07:00] <check-network-interfaces> DEBUG tasks  - Started task[check-network-interfaces]
[2026-04-10T22:36:08,082-07:00] <check-network-interfaces> DEBUG tasks  - Finished task[check-network-interfaces] in 0 ms
[2026-04-10T22:36:09,290-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T22:36:09,295-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 5 ms
[2026-04-10T22:36:14,295-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T22:36:14,296-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T22:36:16,696-07:00] <device-state-check> DEBUG tasks  - Started task[device-state-check]
[2026-04-10T22:36:16,697-07:00] <device-state-check> DEBUG tasks  - Finished task[device-state-check] in 1 ms
[2026-04-10T22:36:18,076-07:00] <stamgr> DEBUG tasks  - Started task[stamgr]
[2026-04-10T22:36:18,076-07:00] <stamgr> DEBUG tasks  - Finished task[stamgr] in 0 ms
[2026-04-10T22:36:18,113-07:00] <webrtc-connection> DEBUG tasks  - Started task[webrtc-connection]
[2026-04-10T22:36:18,113-07:00] <webrtc-connection> DEBUG tasks  - Finished task[webrtc-connection] in 0 ms
[2026-04-10T22:36:18,150-07:00] <get-ulp-manifest> DEBUG tasks  - Started task[get-ulp-manifest]
[2026-04-10T22:36:18,153-07:00] <get-ulp-manifest> DEBUG tasks  - Finished task[get-ulp-manifest] in 3 ms
[2026-04-10T22:36:19,298-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T22:36:19,299-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T22:36:24,298-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T22:36:24,298-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T22:36:29,299-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T22:36:29,299-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T22:36:34,300-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T22:36:34,300-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T22:36:36,741-07:00] <device-connect-incidents> DEBUG tasks  - Started task[device-connect-incidents]
[2026-04-10T22:36:36,741-07:00] <device-connect-incidents> DEBUG tasks  - Finished task[device-connect-incidents] in 1 ms
[2026-04-10T22:36:37,990-07:00] <traffic-flows-throughput> DEBUG tasks  - Started task[traffic-flows-throughput]
[2026-04-10T22:36:37,990-07:00] <traffic-flows-throughput> INFO  tasks  - Traffic Flows throughput: 0 incoming flow events in last 60001ms. (0.0/fps)
[2026-04-10T22:36:37,991-07:00] <traffic-flows-throughput> DEBUG tasks  - Finished task[traffic-flows-throughput] in 1 ms
[2026-04-10T22:36:38,260-07:00] <thread-monitor> DEBUG tasks  - Started task[thread-monitor]
[2026-04-10T22:36:38,260-07:00] <thread-monitor> INFO  tasks  - connector[webapi]	active=0(6)/200,  	queue=0/1000,	completed=631
[2026-04-10T22:36:38,260-07:00] <thread-monitor> INFO  tasks  - connector[inform]	active=0(1)/200,  	queue=0/200,	completed=0
[2026-04-10T22:36:38,261-07:00] <thread-monitor> INFO  tasks  - connector[portal]	active=0(0)/200,  	queue=0/1000,	completed=0
[2026-04-10T22:36:38,261-07:00] <thread-monitor> INFO  tasks  - connector[support]	active=0(0)/200,  	queue=0/1000,	completed=0
[2026-04-10T22:36:38,261-07:00] <thread-monitor> INFO  tasks  - async[ws-notify]	active=0(0)/0,  	queue=0/100,	completed=0
[2026-04-10T22:36:38,261-07:00] <thread-monitor> INFO  tasks  - async[inform_stat]	active=0(6)/6,  	queue=0/5,	completed=0
[2026-04-10T22:36:38,262-07:00] <thread-monitor> INFO  tasks  - async[external-cmd]	active=0(0)/0,  	queue=0/0,	completed=0
[2026-04-10T22:36:38,262-07:00] <thread-monitor> INFO  tasks  - async[firmware-dl]	active=0(0)/0,  	queue=0/100,	completed=0
[2026-04-10T22:36:38,262-07:00] <thread-monitor> INFO  tasks  - async[event-async]	active=0(16)/16,  	queue=0,	completed=601
[2026-04-10T22:36:38,262-07:00] <thread-monitor> INFO  tasks  - scheduled[highest]	active=0(0)/0,  	queue=0,	completed=0
[2026-04-10T22:36:38,263-07:00] <thread-monitor> INFO  tasks  - scheduled[standard]	active=1(2)/2,  	queue=37,	completed=1027
[2026-04-10T22:36:38,263-07:00] <thread-monitor> INFO  tasks  - scheduled[lowest]	active=0(1)/1,  	queue=12,	completed=810
[2026-04-10T22:36:38,263-07:00] <thread-monitor> INFO  tasks  - scheduled[alarms]	active=0(0)/0,  	queue=0,	completed=0
[2026-04-10T22:36:38,263-07:00] <thread-monitor> DEBUG tasks  - Finished task[thread-monitor] in 4 ms
[2026-04-10T22:36:39,301-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T22:36:39,301-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T22:36:44,302-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T22:36:44,302-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T22:36:49,302-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T22:36:49,303-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T22:36:54,301-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T22:36:54,302-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T22:36:59,302-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T22:36:59,303-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T22:37:02,055-07:00] <openvpn-server-pre-generate-dh-keys> DEBUG tasks  - Started task[openvpn-server-pre-generate-dh-keys]
[2026-04-10T22:37:04,303-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T22:37:04,304-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T22:37:06,739-07:00] <device-connect-incidents> DEBUG tasks  - Started task[device-connect-incidents]
[2026-04-10T22:37:06,740-07:00] <device-connect-incidents> DEBUG tasks  - Finished task[device-connect-incidents] in 1 ms
[2026-04-10T22:37:06,838-07:00] <duplicate-ip-service> DEBUG tasks  - Started task[duplicate-ip-service]
[2026-04-10T22:37:06,842-07:00] <duplicate-ip-service> DEBUG tasks  - Finished task[duplicate-ip-service] in 4 ms
[2026-04-10T22:37:07,328-07:00] <openvpn-server-pre-generate-dh-keys> DEBUG tasks  - Finished task[openvpn-server-pre-generate-dh-keys] in 5273 ms
[2026-04-10T22:37:07,328-07:00] <config-updated> DEBUG tasks  - Started task[config-updated]
[2026-04-10T22:37:07,329-07:00] <config-updated> DEBUG tasks  - Finished task[config-updated] in 1 ms
[2026-04-10T22:37:07,964-07:00] <autolink-registry-flush> DEBUG tasks  - Started task[autolink-registry-flush]
[2026-04-10T22:37:07,965-07:00] <autolink-registry-flush> DEBUG tasks  - Finished task[autolink-registry-flush] in 1 ms
[2026-04-10T22:37:07,964-07:00] <trigger-throttling-cache-flush> DEBUG tasks  - Started task[trigger-throttling-cache-flush]
[2026-04-10T22:37:07,965-07:00] <trigger-throttling-cache-flush> DEBUG tasks  - Finished task[trigger-throttling-cache-flush] in 1 ms
[2026-04-10T22:37:07,969-07:00] <live-performance-analytics> DEBUG tasks  - Started task[live-performance-analytics]
[2026-04-10T22:37:07,970-07:00] <live-performance-analytics> DEBUG tasks  - Finished task[live-performance-analytics] in 1 ms
[2026-04-10T22:37:07,998-07:00] <features-report> DEBUG tasks  - Started task[features-report]
[2026-04-10T22:37:08,027-07:00] <features-report> DEBUG tasks  - Finished task[features-report] in 29 ms
[2026-04-10T22:37:08,080-07:00] <check-network-interfaces> DEBUG tasks  - Started task[check-network-interfaces]
[2026-04-10T22:37:08,081-07:00] <check-network-interfaces> DEBUG tasks  - Finished task[check-network-interfaces] in 1 ms
[2026-04-10T22:37:09,304-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T22:37:09,780-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 476 ms
[2026-04-10T22:37:14,781-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T22:37:14,781-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T22:37:16,695-07:00] <device-state-check> DEBUG tasks  - Started task[device-state-check]
[2026-04-10T22:37:16,696-07:00] <device-state-check> DEBUG tasks  - Finished task[device-state-check] in 1 ms
[2026-04-10T22:37:18,074-07:00] <stamgr> DEBUG tasks  - Started task[stamgr]
[2026-04-10T22:37:18,074-07:00] <stamgr> DEBUG tasks  - Finished task[stamgr] in 0 ms
[2026-04-10T22:37:18,111-07:00] <webrtc-connection> DEBUG tasks  - Started task[webrtc-connection]
[2026-04-10T22:37:18,111-07:00] <webrtc-connection> DEBUG tasks  - Finished task[webrtc-connection] in 0 ms
[2026-04-10T22:37:18,150-07:00] <get-ulp-manifest> DEBUG tasks  - Started task[get-ulp-manifest]
[2026-04-10T22:37:18,152-07:00] <get-ulp-manifest> DEBUG tasks  - Finished task[get-ulp-manifest] in 2 ms
[2026-04-10T22:37:19,782-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T22:37:19,782-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T22:37:24,781-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T22:37:24,781-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 1 ms
[2026-04-10T22:37:29,781-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T22:37:29,781-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T22:37:34,782-07:00] <tracer> DEBUG tasks  - Started task[tracer]
[2026-04-10T22:37:34,782-07:00] <tracer> DEBUG tasks  - Finished task[tracer] in 0 ms
[2026-04-10T22:37:36,739-07:00] <device-connect-incidents> DEBUG tasks  - Started task[device-connect-incidents]
[2026-04-10T22:37:36,739-07:00] <device-connect-incidents> DEBUG tasks  - Finished task[device-connect-incidents] in 0 ms
[2026-04-10T22:37:37,988-07:00] <traffic-flows-throughput> DEBUG tasks  - Started task[traffic-flows-throughput]
[2026-04-10T22:37:37,988-07:00] <traffic-flows-throughput> INFO  tasks  - Traffic Flows throughput: 0 incoming flow events in last 60000ms. (0.0/fps)
[2026-04-10T22:37:37,988-07:00] <traffic-flows-throughput> DEBUG tasks  - Finished task[traffic-flows-throughput] in 0 ms
[2026-04-10T22:37:38,260-07:00] <thread-monitor> DEBUG tasks  - Started task[thread-monitor]
[2026-04-10T22:37:38,261-07:00] <thread-monitor> INFO  tasks  - connector[webapi]	active=0(6)/200,  	queue=0/1000,	completed=631
[2026-04-10T22:37:38,261-07:00] <thread-monitor> INFO  tasks  - connector[inform]	active=0(1)/200,  	queue=0/200,	completed=0
[2026-04-10T22:37:38,261-07:00] <thread-monitor> INFO  tasks  - connector[portal]	active=0(0)/200,  	queue=0/1000,	completed=0
[2026-04-10T22:37:38,261-07:00] <thread-monitor> INFO  tasks  - connector[support]	active=0(0)/200,  	queue=0/1000,	completed=0
[2026-04-10T22:37:38,261-07:00] <thread-monitor> INFO  tasks  - async[ws-notify]	active=0(0)/0,  	queue=0/100,	completed=0
[2026-04-10T22:37:38,262-07:00] <thread-monitor> INFO  tasks  - async[inform_stat]	active=0(6)/6,  	queue=0/5,	completed=0
[2026-04-10T22:37:38,262-07:00] <thread-monitor> INFO  tasks  - async[external-cmd]	active=0(0)/0,  	queue=0/0,	completed=0
